is fully prepared and completed all the topics in the syllabus in detail,encourages participation and discussion in the class,"uses modern teaching aids/gadgets (animation, video, simulation, others) in the class and shares handouts/references/PPT/web-resources/others",relates the course content with the real-world scenarios (applications) that helped to improve my interest and understanding of the subject,inspires me by his/her competency in teaching- learning knowledge (how to teach a subject) by making the class most interesting,communicate the desired knowledge to me by knowing my expectations by adopting learner centric education,is dedicated for teaching and punctual in the class,is a role model and life-long mentor for me,"sets an effective question paper in the examination using the standard principles of honesty, dedication, integrity, and seriousness","conducted periodical assessments as per schedule using methods such as quiz, seminars, assignments, classroom presentation, and group discussions",is fair and unbiased in the entire course evaluation process,Final_Grade,Would you pick this instructor again?
3,4,3,4,5,3,3,5,5,4,5,1.5,0
3,4,5,4,5,4,4,5,4,4,5,1.1,0
3,4,5,3,3,4,4,4,3,4,5,1.5,0
4,4,3,4,5,5,3,5,5,3,3,1.3,0
1,1,3,3,4,3,1,2,4,2,5,1.7,0
1,1,2,1,4,2,5,5,3,1,4,1.2,0
3,3,4,4,4,5,4,3,3,3,3,1.85,0
3,1,3,2,4,2,5,2,3,4,5,1.75,0
5,3,5,3,3,3,3,4,4,4,4,1.35,0
5,5,3,1,4,5,3,2,5,4,4,1.6,0
3,4,5,4,3,3,5,4,3,4,3,1.45,0
1,2,5,4,2,1,3,3,4,3,4,1.7,0
1,1,2,2,2,1,2,1,1,1,2,1.3,0
4,3,2,2,3,2,1,5,3,2,3,1.4,0
5,5,3,5,3,3,3,4,3,5,3,1.65,0
2,2,1,2,5,1,5,5,5,3,4,1.8,0
4,5,3,3,3,3,4,5,5,4,4,1.6,0
4,4,4,1,3,5,1,2,4,5,4,1.5,0
1,2,2,1,1,1,1,1,1,2,2,1.45,0
5,1,5,5,4,5,3,1,5,1,4,1.7,0
5,4,5,4,5,5,3,4,3,5,3,1.55,0
2,5,1,2,3,5,1,4,5,5,1,1.65,0
1,1,2,1,1,2,1,1,1,1,1,1.6,0
4,4,5,5,4,5,3,4,3,4,5,1.5,0
5,3,3,3,5,4,3,5,4,3,3,1.15,0
1,1,1,2,1,1,2,2,2,1,2,1.65,0
1,1,1,2,1,2,2,1,1,2,2,1.25,0
1,1,1,1,2,1,2,2,2,2,2,1.3,0
5,5,4,3,3,3,3,3,3,3,3,1.7,0
2,2,2,2,2,2,1,2,2,2,1,1.5,0
4,3,3,4,5,4,3,5,4,5,4,1.5,0
2,2,1,2,1,1,1,2,2,2,1,1.5,0
3,3,4,5,5,3,5,3,5,3,4,1.2,0
5,5,5,5,4,4,3,5,5,3,5,1.35,0
5,5,4,5,3,1,4,1,1,4,1,1.4,0
4,3,5,4,4,4,3,4,5,5,5,1.55,0
5,3,5,2,3,2,5,1,5,3,3,1.4,0
4,4,3,3,2,5,4,5,4,2,1,1.4,0
3,3,5,5,5,5,5,4,4,4,5,1.55,0
3,1,4,3,4,5,2,1,4,4,4,1.65,0
2,1,1,2,1,2,2,1,1,2,2,1.3,0
4,5,3,2,2,5,2,3,3,1,2,1.5,0
1,2,1,2,1,1,2,1,1,2,2,1.5,0
5,5,3,4,4,4,4,3,4,4,3,1.5,0
3,5,5,5,4,4,4,4,5,3,5,1.6,0
2,2,3,1,5,2,4,4,1,4,1,1.65,0
2,1,2,1,2,2,2,1,2,2,2,1.4,0
5,5,4,4,5,4,4,5,5,5,3,1.25,0
5,5,3,3,5,5,5,3,3,4,4,1.4,0
3,1,4,2,3,2,4,3,2,1,1,1.6,0
2,1,2,2,2,2,1,2,1,1,1,1.5,0
3,3,4,5,3,5,4,5,5,5,4,1.55,0
5,3,4,5,3,3,3,3,3,4,3,1.45,0
1,1,2,2,2,1,1,2,2,1,2,1.6,0
2,1,4,1,4,2,4,2,3,5,4,1.55,0
4,4,4,4,3,5,4,4,4,5,4,1.35,0
1,5,4,1,5,3,3,2,3,2,4,1.75,0
1,1,2,2,2,2,2,2,1,1,2,1.35,0
5,4,4,5,4,3,4,3,5,4,4,1.45,0
1,1,2,1,1,1,2,2,2,1,2,1.6,0
4,5,5,4,5,5,4,4,5,5,5,1.7,0
3,4,5,5,4,3,5,4,3,5,4,1.15,0
2,1,2,2,2,1,1,2,1,1,1,1.7,0
5,3,4,3,3,5,3,4,4,3,5,1.45,0
2,5,1,2,4,1,4,3,2,2,5,1.55,0
2,1,2,2,1,1,1,2,1,2,2,1.75,0
1,1,1,3,2,2,4,4,4,3,2,1.7,0
4,5,4,4,5,3,4,5,4,4,5,1.45,0
5,3,5,3,3,5,5,3,4,4,3,1.65,0
5,3,5,5,4,4,3,3,5,5,4,1.45,0
5,3,2,4,5,5,2,3,3,5,1,1.7,0
4,1,1,5,1,2,5,2,1,4,1,1.3,0
3,3,5,5,4,5,4,5,3,3,5,1.65,0
4,3,3,4,3,3,3,4,3,5,5,1.3,0
2,4,3,4,3,4,4,4,1,1,2,1.55,0
1,2,1,1,2,2,2,1,1,2,1,1.4,0
1,5,4,4,1,3,5,5,2,1,2,1.5,0
2,3,1,4,1,4,4,4,4,3,3,1.5,0
4,2,3,1,2,5,4,2,5,1,4,1.3,0
5,1,1,4,4,2,2,2,4,3,3,1.55,0
2,1,2,1,2,2,1,2,2,2,1,1.4,0
3,3,3,3,4,5,3,3,5,3,5,1.55,0
5,5,3,1,4,3,2,5,4,1,2,1.5,0
3,4,5,3,3,4,4,4,5,4,4,1.4,0
2,1,1,1,2,1,2,2,1,1,1,1.6,0
2,2,2,2,1,2,2,1,1,1,2,1.45,0
4,1,4,4,4,1,1,2,3,4,1,1.4,0
3,2,3,4,4,1,5,1,5,4,4,1.5,0
3,2,4,5,5,2,1,5,2,3,4,1.7,0
4,4,3,4,3,5,3,5,3,4,3,1.5,0
1,5,4,5,2,4,2,3,5,5,4,1.9,0
2,1,2,1,1,2,1,1,1,2,1,1.45,0
1,1,2,1,2,2,1,1,2,2,2,1.3,0
3,4,5,3,4,3,3,3,3,5,4,1.65,0
2,1,2,2,2,2,1,1,1,1,1,1.5,0
3,2,2,1,1,3,1,4,1,4,1,1.55,0
1,5,1,2,4,3,5,3,5,2,5,1.3,0
4,5,1,3,2,3,3,2,3,1,4,1.65,0
3,5,2,4,5,5,2,3,3,3,5,1.5,0
3,1,4,3,5,4,5,3,2,5,3,1.85,0
5,3,1,5,2,4,3,5,5,3,1,1.45,0
1,2,1,1,1,1,2,2,2,2,1,1.6,0
3,5,2,2,5,3,5,5,1,3,1,1.65,0
1,3,3,2,2,4,1,2,1,2,1,1.7,0
4,2,1,2,5,1,1,4,5,2,5,1.7,0
5,4,5,3,4,5,5,5,3,3,3,1.45,0
1,1,1,2,1,2,2,2,2,2,1,1.45,0
4,3,5,5,3,3,5,3,4,5,3,1.7,0
5,1,1,4,1,4,5,3,5,2,5,1.6,0
4,3,4,3,3,3,3,4,5,5,3,1.45,0
3,3,3,4,3,1,5,1,2,5,1,1.7,0
4,5,2,2,1,1,5,4,4,3,4,1.8,0
5,1,5,2,3,3,5,5,2,1,3,1.3,0
4,2,3,5,1,2,1,1,3,1,4,1.2,0
3,5,3,2,1,5,5,3,3,1,4,1.75,0
5,4,4,4,5,3,4,5,5,5,4,1.55,0
1,1,3,5,4,4,2,4,3,1,5,1.45,0
2,4,2,5,2,3,3,3,1,4,5,1.35,0
1,5,5,2,2,4,4,4,4,2,5,1.4,0
1,1,2,1,2,1,2,2,1,2,1,1.35,0
1,1,2,2,2,2,1,1,1,2,2,1.4,0
1,1,2,1,2,2,1,2,1,1,1,1.5,0
3,3,5,5,4,3,5,5,1,5,5,1.5,0
1,2,2,1,2,2,2,1,1,1,2,1.3,0
1,4,3,1,5,4,5,4,1,4,2,1.35,0
3,2,5,4,4,4,2,3,4,4,3,1.6,0
3,1,3,1,3,5,1,4,5,1,4,1.5,0
1,2,1,4,4,2,1,5,5,2,1,1.85,0
1,2,2,2,2,2,2,1,1,2,1,1.25,0
5,4,1,2,3,5,1,5,5,2,1,1.55,0
5,2,1,2,2,4,2,5,5,5,4,1.4,0
4,5,4,3,3,3,3,4,3,3,4,1.6,0
2,2,2,1,2,1,1,2,2,1,2,1.7,0
2,3,2,3,1,2,3,3,4,2,2,1.5,0
1,2,2,1,2,2,1,2,1,2,1,1.45,0
2,1,1,2,2,2,1,1,1,2,2,1.45,0
1,2,3,3,5,3,4,5,2,4,3,1.75,0
2,1,2,2,1,1,2,1,1,1,2,1.6,0
4,4,4,5,3,5,5,5,5,5,5,1.7,0
5,3,3,3,4,4,5,4,3,5,4,1.55,0
4,3,4,5,4,4,3,2,4,5,3,1.3,0
2,1,1,2,2,2,2,1,2,2,2,1.55,0
2,2,2,1,1,2,2,2,2,2,2,1.7,0
2,1,2,2,2,1,2,1,2,1,2,1.95,0
4,5,3,3,2,3,5,3,2,1,4,1.55,0
4,5,3,5,5,4,3,4,4,5,5,1.5,0
5,4,4,1,3,2,1,4,4,4,4,1.45,0
2,1,2,1,1,1,2,1,2,2,2,1.65,0
2,1,1,1,1,2,1,1,2,2,1,1.55,0
5,2,3,1,2,3,1,1,2,3,3,1.25,0
1,1,2,1,1,1,1,1,2,2,2,1.4,0
1,2,1,2,2,1,2,2,1,2,1,1.55,0
2,5,5,1,2,3,4,2,1,5,1,1.55,0
3,4,2,5,1,2,2,2,5,2,5,1.3,0
4,4,5,5,3,3,4,3,4,5,3,1.5,0
3,4,5,5,4,5,3,4,3,4,5,1.3,0
1,1,2,2,2,1,2,1,1,1,1,1.4,0
2,2,1,2,2,2,2,2,1,1,1,1.6,0
4,5,3,5,3,3,4,3,5,4,5,1.2,0
1,3,3,2,4,3,5,4,5,2,4,1.55,0
5,5,3,5,4,5,3,4,4,5,3,1.6,0
4,3,5,5,5,5,5,5,4,4,3,1.65,0
3,5,5,4,3,3,3,3,4,3,3,1.55,0
4,5,3,4,4,3,5,5,4,4,5,1.65,0
1,1,2,2,2,3,5,3,5,2,1,1.4,0
2,1,2,2,2,1,1,2,2,1,2,1.65,0
3,4,2,3,2,1,4,2,3,4,3,1.75,0
3,5,4,3,5,4,3,4,5,5,5,1.55,0
2,1,2,1,2,1,1,2,1,1,1,1.15,0
5,3,5,4,4,5,5,5,4,4,4,1.55,0
2,2,1,1,3,4,3,3,2,3,3,1.75,0
3,4,4,3,5,5,3,5,5,4,4,1.4,0
2,1,1,1,1,1,1,1,1,2,2,1.5,0
1,1,2,2,1,2,1,2,1,2,1,1.5,0
1,2,2,1,4,4,1,2,5,2,4,1.5,0
2,1,1,2,2,2,1,1,2,2,1,1.6,0
3,4,5,4,5,2,4,4,3,2,1,1.45,0
1,2,1,1,1,1,1,1,2,2,2,1.75,0
1,1,2,1,1,1,1,2,1,2,1,1.6,0
1,2,1,1,1,2,2,1,2,1,2,1.8,0
1,1,2,2,2,1,2,2,1,2,1,1.5,0
5,4,5,2,2,5,1,2,4,3,5,1.3,0
2,2,2,1,2,2,2,1,2,1,1,1.45,0
2,5,5,3,1,5,4,4,1,5,2,1.3,0
2,5,5,1,5,1,5,1,5,4,4,1.2,0
5,5,3,4,3,5,5,3,5,5,3,1.4,0
1,4,5,5,2,3,1,2,4,2,4,1.7,0
5,1,5,2,1,1,1,3,1,2,5,1.8,0
4,5,4,4,3,5,4,4,4,4,4,1.55,0
1,5,4,5,5,5,2,2,5,4,1,1.6,0
1,2,1,1,2,1,1,2,1,2,1,1.35,0
2,2,1,2,1,2,2,2,2,1,2,1.45,0
3,3,4,5,4,3,5,3,5,5,4,1.5,0
3,3,5,4,4,5,4,5,3,4,4,1.7,0
5,3,5,3,3,5,5,4,3,4,5,1.4,0
4,5,5,4,5,4,4,5,4,4,3,1.5,0
5,1,4,4,1,2,1,5,1,3,1,1.6,0
2,2,2,2,2,1,1,2,2,1,2,1.45,0
4,2,4,2,4,4,2,2,5,5,5,1.6,0
4,5,1,3,4,3,5,3,3,1,4,1.45,0
4,3,4,5,3,4,3,5,5,5,3,1.6,0
5,4,3,5,3,3,4,5,5,3,4,1.5,0
5,4,3,1,1,1,2,5,1,4,1,1.6,0
5,5,3,3,3,5,5,4,5,3,3,1.75,0
1,2,1,2,2,1,1,1,1,2,2,1.45,0
4,2,1,4,4,1,1,1,4,2,4,1.55,0
2,1,2,2,1,1,2,1,1,1,1,1.3,0
4,5,5,5,3,5,4,3,5,5,5,1.5,0
2,2,2,2,2,1,1,2,2,2,1,1.5,0
5,4,3,5,3,5,3,5,5,5,3,1.35,0
4,3,3,3,5,5,3,3,4,3,4,1.3,0
3,3,5,5,5,4,4,5,4,3,5,1.35,0
1,1,1,2,1,2,2,2,1,1,2,1.5,0
5,3,2,1,3,4,2,1,4,2,1,1.4,0
3,1,4,5,5,2,4,4,1,1,1,1.65,0
4,5,4,5,4,3,5,3,4,3,5,1.6,0
4,4,4,4,4,5,3,3,3,3,5,1.45,0
5,5,1,4,4,5,3,1,4,5,1,1.5,0
2,1,2,2,2,2,1,2,1,1,2,1.7,0
3,5,3,4,5,5,5,3,5,4,5,1.7,0
4,3,4,4,4,4,3,4,5,4,5,1.65,0
1,2,2,1,2,2,1,2,1,1,1,1.4,0
4,3,3,4,5,4,4,4,3,4,4,1.45,0
5,5,3,3,3,5,5,5,5,4,5,1.5,0
3,1,5,4,3,4,4,4,4,3,4,1.3,0
2,1,3,3,5,1,2,3,5,5,1,1.6,0
3,4,3,5,5,4,3,5,5,4,5,1.75,0
4,4,4,3,3,4,5,5,5,5,4,1.2,0
1,1,2,1,1,1,1,1,1,2,1,1.55,0
2,1,1,1,2,2,1,1,2,1,1,1.5,0
2,1,1,1,2,2,1,2,1,2,1,1.6,0
1,2,1,4,1,5,2,2,5,1,3,1.15,0
3,4,5,3,5,3,5,3,3,4,5,1.45,0
1,1,2,2,1,2,2,2,1,2,2,1.35,0
3,3,1,2,1,4,2,3,1,3,3,1.35,0
3,5,2,5,3,5,2,4,2,2,5,1.85,0
2,1,1,2,2,1,2,2,2,1,2,1.75,0
2,1,3,4,2,4,3,5,3,4,3,1.55,0
2,2,2,2,2,1,1,2,1,1,2,1.55,0
4,4,5,4,4,3,4,4,4,5,5,1.75,0
1,1,1,2,2,2,2,1,1,2,1,1.25,0
3,3,3,2,5,4,5,5,5,5,2,1.55,0
4,1,3,4,5,5,2,2,4,4,2,1.6,0
1,2,1,2,2,2,2,1,1,1,2,1.25,0
4,1,3,2,3,2,3,3,3,3,3,1.75,0
3,4,3,5,5,4,5,4,3,3,3,1.75,0
2,1,1,2,1,2,2,2,2,2,2,1.45,0
5,1,5,3,5,3,5,1,5,4,3,1.4,0
1,4,1,5,5,5,3,2,3,2,4,1.3,0
1,2,1,1,1,1,2,1,2,1,1,1.75,0
2,2,2,3,4,5,2,1,3,5,2,1.6,0
3,3,5,5,4,5,2,1,5,2,1,1.35,0
5,4,5,5,4,4,4,5,4,3,4,1.65,0
2,2,1,2,2,1,1,2,2,2,1,1.85,0
2,1,1,2,1,2,2,1,1,2,2,1.7,0
3,3,4,5,5,5,5,3,4,3,4,1.4,0
3,3,3,5,4,2,5,4,1,4,3,1.45,0
2,1,1,1,1,1,1,1,1,1,2,1.5,0
2,1,2,2,1,1,1,1,2,2,2,1.3,0
1,3,2,3,4,5,2,2,5,5,5,1.6,0
2,3,2,4,5,3,5,1,4,2,1,1.4,0
2,3,4,5,5,5,3,4,5,1,1,1.7,0
2,1,1,1,2,2,1,2,2,1,1,1.4,0
3,2,4,3,4,5,5,1,1,3,4,1.55,0
3,2,3,5,1,3,5,1,3,3,1,1.55,0
2,1,5,5,5,5,5,4,3,2,5,1.35,0
1,1,1,1,1,2,2,2,1,2,1,1.8,0
2,1,1,2,2,2,2,2,1,2,2,1.65,0
1,1,1,2,2,2,1,1,1,2,1,1.75,0
5,5,4,3,4,3,5,4,3,5,3,1.65,0
1,1,3,5,5,2,5,1,5,2,1,1.2,0
2,1,2,1,2,2,1,2,1,1,2,1.65,0
3,3,4,3,4,4,5,3,4,5,5,1.65,0
4,1,1,1,2,2,1,2,2,3,4,1.5,0
4,3,5,3,4,4,5,3,4,5,4,1.4,0
4,5,4,3,4,3,3,4,4,5,5,1.6,0
3,3,2,3,4,2,1,4,5,5,2,1.65,0
5,3,4,5,3,1,2,2,3,1,2,1.4,0
1,4,3,1,5,4,1,4,2,4,5,1.55,0
5,1,4,1,5,5,1,1,2,3,3,1.55,0
4,2,3,4,5,1,5,1,5,1,1,1.45,0
1,1,1,2,2,1,1,1,1,1,1,1.6,0
1,1,2,2,1,1,2,1,1,2,1,1.45,0
1,1,2,1,1,1,1,1,1,1,1,1.65,0
5,3,4,4,5,4,2,5,4,3,4,1.4,0
2,4,4,1,3,5,5,4,5,2,4,1.5,0
1,2,2,1,2,2,2,1,1,2,2,1.45,0
1,2,1,1,2,2,2,1,2,2,1,1.65,0
2,3,4,4,5,2,5,1,1,1,2,1.6,0
4,3,4,5,5,4,3,4,5,4,3,1.5,0
4,1,1,5,2,5,5,4,2,1,1,1.55,0
5,5,1,1,2,3,2,5,2,3,2,1.3,0
4,5,1,5,3,4,5,3,1,1,3,1.85,0
1,1,3,5,2,4,4,2,5,5,2,1.25,0
2,1,2,1,2,2,2,2,1,2,2,1.45,0
4,1,2,4,2,4,3,5,4,2,1,1.5,0
1,2,3,2,2,5,2,2,5,4,4,1.7,0
1,1,2,2,1,1,1,1,1,2,2,1.4,0
4,5,5,4,2,3,5,2,2,5,5,1.6,0
3,4,5,3,5,3,5,4,3,4,4,1.55,0
4,1,1,3,3,5,5,2,4,4,1,1.5,0
4,3,4,3,3,5,4,3,5,3,3,1.5,0
5,4,4,5,3,3,3,1,5,3,2,1.9,0
3,5,3,4,4,5,4,5,5,3,4,1.6,0
4,4,4,3,4,5,5,4,5,5,3,1.35,0
4,4,5,4,5,5,3,5,5,4,3,1.35,0
3,5,4,4,4,4,4,3,4,4,4,1.85,0
2,1,1,2,2,2,1,1,2,1,2,1.15,0
3,3,1,4,1,4,1,1,5,5,2,1.6,0
1,2,1,1,1,2,2,2,2,1,1,1.75,0
2,2,2,1,1,2,1,2,2,1,1,1.65,0
1,2,1,1,1,2,2,2,2,2,1,1.5,0
5,4,3,3,4,3,3,5,4,3,4,1.5,0
4,4,5,1,5,2,2,1,3,4,3,1.35,0
4,3,5,4,4,3,3,3,4,4,3,1.4,0
3,5,2,5,4,1,2,5,5,5,3,1.65,0
2,3,1,1,2,5,2,3,1,3,3,1.6,0
5,4,3,5,4,4,5,5,3,3,5,1.3,0
2,2,1,1,2,1,2,1,1,1,1,1.3,0
2,2,1,2,2,2,1,1,2,1,2,1.7,0
4,5,5,5,4,3,4,4,4,5,4,1.65,0
5,5,5,2,4,1,3,5,4,5,5,1.5,0
5,3,5,5,3,5,5,3,3,3,3,1.95,0
1,2,2,1,1,1,2,2,2,1,2,1.5,0
2,2,2,1,2,2,2,2,2,2,1,1.4,0
2,1,1,2,2,1,2,1,1,2,1,1.45,0
2,2,1,2,2,1,2,1,1,2,2,1.8,0
5,3,4,5,3,5,5,4,3,3,3,1.7,0
1,2,2,1,2,1,1,2,2,2,2,1.85,0
5,3,2,4,1,5,2,1,1,4,1,1.35,0
2,2,1,1,1,2,1,2,2,2,2,1.65,0
2,4,4,1,4,4,3,4,4,4,4,1.3,0
1,3,4,2,1,1,3,5,3,4,2,1.7,0
5,3,3,3,4,5,5,5,3,4,4,1.55,0
1,1,2,2,1,2,1,2,2,1,1,1.55,0
2,1,5,2,4,2,5,1,4,2,5,1.6,0
4,4,5,4,3,2,3,1,1,2,4,1.65,0
5,2,2,3,2,4,2,4,3,5,5,1.35,0
2,1,1,2,2,2,1,1,1,1,1,1.65,0
3,3,3,3,4,4,5,1,5,1,1,1.5,0
2,2,1,1,1,1,1,1,2,2,2,1.35,0
4,4,4,3,4,4,4,4,5,5,5,1.3,0
2,2,1,2,1,1,1,1,2,2,2,1.6,0
2,2,1,1,2,1,2,2,2,2,1,1.45,0
5,5,4,3,3,3,4,3,3,5,5,1.35,0
5,3,3,4,2,2,2,2,2,1,4,1.45,0
1,2,1,2,1,1,2,1,1,1,1,1.4,0
5,1,2,1,3,2,2,1,4,4,3,1.5,0
2,3,5,4,4,4,2,1,3,5,3,1.8,0
5,3,5,5,4,4,3,5,3,4,5,1.4,0
4,5,3,4,5,5,4,5,4,3,4,1.75,0
4,3,5,4,1,2,3,5,4,4,1,1.45,0
2,5,2,5,4,5,5,4,3,3,2,1.25,0
1,2,1,2,2,1,1,2,2,2,2,1.4,0
1,2,1,1,2,2,1,2,1,1,2,1.55,0
1,3,1,3,2,1,2,2,1,3,3,1.5,0
1,1,2,1,2,1,1,2,2,1,1,1.6,0
5,2,1,4,2,1,2,5,3,3,3,1.7,0
1,2,2,2,1,1,2,2,2,1,1,1.65,0
4,5,4,3,4,4,3,5,5,5,5,1.55,0
3,3,4,5,4,5,5,5,3,5,4,1.4,0
5,3,3,4,3,5,5,3,3,4,3,1.45,0
5,2,5,4,5,1,3,3,4,1,1,1.45,0
1,1,2,1,1,2,2,2,1,2,2,1.25,0
3,4,3,5,5,3,4,4,5,3,5,1.5,0
3,3,4,4,3,3,3,4,3,4,4,1.35,0
2,1,1,2,1,2,1,2,1,1,1,1.65,0
1,2,1,2,1,1,2,1,2,2,1,1.2,0
2,1,1,2,1,2,2,2,1,2,2,1.8,0
5,4,3,3,4,4,3,4,4,5,5,1.45,0
1,2,5,2,4,5,5,2,3,1,5,1.5,0
3,3,4,4,2,4,4,3,3,2,2,1.65,0
3,4,2,5,5,2,5,3,5,4,1,1.35,0
5,4,2,3,3,4,3,2,4,5,2,1.25,0
3,5,5,1,3,4,4,4,5,1,4,1.5,0
3,1,1,1,4,5,2,4,4,5,2,1.65,0
3,4,4,3,5,5,2,2,3,3,3,1.6,0
1,4,2,1,3,4,3,5,5,2,4,1.05,0
1,2,2,2,1,1,2,1,1,1,1,1.4,0
4,3,3,2,2,2,2,1,3,2,5,1.3,0
2,1,2,1,1,2,1,2,2,2,2,1.3,0
1,2,2,1,2,2,1,1,2,2,1,1.5,0
4,3,5,2,2,2,3,4,2,5,5,1.6,0
4,4,3,4,3,5,4,5,5,3,3,1.7,0
5,5,5,4,3,4,3,5,4,4,5,1.45,0
1,5,2,1,5,3,2,1,3,3,3,1.75,0
2,4,4,1,2,2,2,1,3,5,2,1.6,0
1,1,2,1,1,2,1,2,2,2,1,1.55,0
5,3,3,3,4,3,4,3,4,3,5,1.5,0
3,3,5,5,5,3,4,4,4,5,5,1.4,0
1,1,2,1,2,1,1,2,1,2,1,1.6,0
3,3,5,4,3,3,4,5,4,5,4,1.4,0
5,3,3,5,4,5,3,4,3,5,5,1.85,0
3,3,5,3,3,4,4,5,5,5,3,1.45,0
5,3,4,4,5,5,5,3,3,3,5,1.75,0
1,1,5,5,5,5,2,1,5,1,5,1.35,0
4,4,3,3,4,5,5,5,4,5,3,1.7,0
1,2,2,2,1,1,1,2,1,2,1,1.35,0
5,4,4,4,5,5,3,4,4,3,3,1.65,0
1,1,2,1,1,1,1,1,1,2,2,1.25,0
1,3,3,2,3,5,2,1,1,2,4,1.25,0
4,4,5,5,5,5,5,5,5,5,5,1.5,0
4,2,5,2,3,5,2,3,1,4,3,1.55,0
5,3,5,5,3,3,4,5,5,5,5,1.55,0
4,5,2,2,3,4,5,5,5,1,5,1.45,0
2,1,1,2,2,2,2,2,1,2,2,1.6,0
3,3,3,3,3,5,4,4,4,3,3,1.45,0
4,2,3,3,2,4,5,5,4,1,3,1.5,0
4,1,5,1,3,4,3,1,1,3,5,1.45,0
1,2,1,1,2,1,1,1,2,1,2,1.4,0
1,5,3,2,3,1,4,5,5,5,1,1.8,0
3,5,3,5,5,3,5,5,4,5,4,1.15,0
4,4,4,5,5,4,5,4,4,3,4,1.6,0
4,2,1,3,3,4,2,5,5,3,1,1.35,0
5,1,5,1,4,2,3,3,1,3,5,1.8,0
4,2,4,1,4,2,1,2,2,5,5,1.25,0
4,5,3,4,4,4,4,3,3,3,5,1.5,0
3,2,2,2,5,4,1,3,2,5,5,1.65,0
2,2,2,2,2,1,1,1,1,2,1,1.55,0
5,3,3,5,1,3,1,1,5,1,5,1.15,0
5,1,3,2,2,3,2,5,3,5,2,1.35,0
1,1,2,1,2,1,1,1,2,1,2,1.45,0
1,2,2,1,2,2,2,2,2,2,1,1.8,0
3,4,4,3,5,4,4,5,4,5,5,1.4,0
1,1,1,2,2,1,2,2,2,1,2,1.65,0
3,3,5,5,5,3,5,4,5,4,5,1.45,0
3,2,3,4,4,1,3,5,4,3,2,1.25,0
1,1,2,2,2,1,2,2,1,2,1,1.7,0
3,4,3,3,4,3,4,3,4,3,3,1.65,0
5,3,1,5,2,2,5,5,2,5,5,1.45,0
4,5,3,3,3,5,5,5,3,5,5,1.35,0
5,4,3,4,5,5,4,3,5,5,5,1.35,0
5,4,5,3,4,4,3,5,3,3,3,1.55,0
2,1,2,2,2,2,1,1,1,1,1,1.25,0
5,3,2,5,2,5,5,5,1,5,1,1.65,0
1,1,1,2,4,5,2,1,3,1,3,1.3,0
2,4,5,3,3,1,4,5,5,3,2,1.45,0
2,3,3,1,1,3,4,4,2,2,2,1.55,0
4,4,2,2,1,5,4,3,4,2,2,1.3,0
5,3,1,1,4,1,4,4,5,5,2,1.35,0
5,5,1,3,1,2,1,2,2,1,5,1.75,0
1,1,2,1,1,1,1,1,2,2,1,1.4,0
3,3,3,5,5,3,4,4,4,3,4,1.55,0
5,1,3,1,1,5,3,3,1,1,5,1.35,0
5,1,5,2,3,1,2,5,2,5,4,1.4,0
3,3,4,5,5,4,5,4,4,4,3,1.45,0
4,4,5,3,5,4,4,4,4,3,3,1.6,0
1,1,2,1,1,2,1,1,1,2,2,1.5,0
1,1,1,2,1,2,1,1,2,2,1,1.3,0
5,3,4,5,3,2,1,4,1,3,1,1.5,0
5,2,1,4,5,4,1,4,5,5,4,1.25,0
5,5,4,3,3,3,3,3,5,4,5,1.7,0
1,2,1,2,1,2,2,2,1,2,1,1.45,0
1,4,5,2,1,3,5,4,2,1,2,1.5,0
3,5,4,4,4,5,4,5,5,4,3,1.3,0
4,5,1,3,3,4,1,3,5,5,1,1.55,0
2,1,1,1,2,2,5,5,5,4,2,1.2,0
2,1,2,2,1,2,2,2,2,2,1,1.6,0
1,2,2,2,1,1,2,1,1,2,1,1.35,0
5,3,4,1,3,2,3,2,4,5,4,1.45,0
1,2,2,2,2,1,1,1,2,1,1,1.85,0
1,2,1,2,2,2,1,2,2,2,2,1.6,0
3,5,1,2,3,5,5,4,3,3,2,1.35,0
4,3,3,3,3,3,5,5,3,4,3,1.4,0
2,2,3,4,5,1,3,4,5,3,3,1.25,0
1,2,2,1,2,2,1,1,2,1,1,1.45,0
2,1,1,1,2,1,1,2,1,1,2,1.6,0
5,3,4,3,4,5,5,4,3,5,5,1.45,0
3,5,2,3,1,5,2,3,3,2,5,1.55,0
2,1,1,2,2,2,2,1,2,1,1,1.7,0
1,1,2,1,1,1,1,1,2,1,2,1.35,0
5,3,5,4,4,3,3,4,4,5,3,1.4,0
1,1,1,2,1,1,2,1,2,1,2,1.25,0
3,2,4,5,3,1,1,2,4,3,1,1.45,0
5,4,4,4,5,4,5,5,3,3,3,1.95,0
3,4,4,5,5,3,3,3,3,3,5,1.45,0
2,1,5,1,1,5,3,5,3,3,5,1.55,0
1,2,2,2,2,2,1,1,1,2,2,1.4,0
4,3,4,5,5,5,4,4,3,5,3,1.6,0
5,5,5,3,3,3,3,3,4,4,4,1.55,0
1,2,2,2,2,1,1,1,2,2,1,1.4,0
1,1,1,2,2,1,1,2,1,1,1,1.65,0
1,5,2,3,4,3,1,4,5,4,3,1.55,0
2,1,1,2,1,2,2,2,1,1,2,1.8,0
3,5,3,3,2,4,5,2,2,1,4,1.55,0
3,5,3,4,4,5,4,4,3,5,4,1.7,0
2,3,2,3,2,3,1,2,3,2,1,1.5,0
